NR_SEQ_EXAME;NM_EXAME;CD_EXAME_INTEGRACAO;RESPOSTA
18115;Chumbo - Urina (Matrix);PBU; Cod_exame = 18115 | Material= Urina | Estab_liberado = Hospital Santa Luzia
18115;Chumbo - Urina (Matrix);PBU; Cod_exame = 18115 | Material= Urina | Estab_liberado = Hospital do Coracao
19245;Ciclosporina (Matrix);CIC; Cod_exame = 19245 | Material= SANGUE TOTAL EDTA | Estab_liberado = Hospital do Coracao
19245;Ciclosporina (Matrix);CIC; Cod_exame = 19245 | Material= SANGUE TOTAL EDTA | Estab_liberado = Hospital Santa Luzia
18763;Cistatina C (Matrix);CISTC; Cod_exame = 18763 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18763;Cistatina C (Matrix);CISTC; Cod_exame = 18763 | Material= Soro | Estab_liberado = Hospital do Coracao
18116;Cisticercose - Anticorpos IGG - Liquor (Matrix);CISTL; Cod_exame = 18116 | Material= Líquor | Estab_liberado = Hospital do Coracao
18116;Cisticercose - Anticorpos IGG - Liquor (Matrix);CISTL; Cod_exame = 18116 | Material= Líquor | Estab_liberado = Hospital Santa Luzia
18117;Cisticercose - Anticorpos IGG - Soro (Matrix);CISTG; Cod_exame = 18117 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18117;Cisticercose - Anticorpos IGG - Soro (Matrix);CISTG; Cod_exame = 18117 | Material= Soro | Estab_liberado = Hospital do Coracao
18764;Cistina - Qualitativa - Urina 24H (Matrix);CISQL; Cod_exame = 18764 | Material= URINA 24 HORAS CONGELADA | Estab_liberado = Hospital Santa Luzia
18764;Cistina - Qualitativa - Urina 24H (Matrix);CISQL; Cod_exame = 18764 | Material= URINA 24 HORAS CONGELADA | Estab_liberado = Hospital do Coracao
18118;Cistina - Quantitativa - Urina 24H (Matrix);CISQT; Cod_exame = 18118 | Material= URINA 24 HORAS CONGELADA | Estab_liberado = Hospital Santa Luzia
18118;Cistina - Quantitativa - Urina 24H (Matrix);CISQT; Cod_exame = 18118 | Material= URINA 24 HORAS CONGELADA | Estab_liberado = Hospital do Coracao
18119;Citograma Nasal (Matrix);CNA; Cod_exame = 18119 | Material= Secreção de Nasofaringe | Estab_liberado = Hospital do Coracao
18119;Citograma Nasal (Matrix);CNA; Cod_exame = 18119 | Material= Secreção de Nasofaringe | Estab_liberado = Hospital Santa Luzia
18940;Citologia (Citopatologico) (Matrix);CIT; Cod_exame = 18940 | Material= Citologia de Colo de Útero, ECTO e Endocervical | Estab_liberado = Hospital Santa Luzia
18940;Citologia (Citopatologico) (Matrix);CIT; Cod_exame = 18940 | Material= Diversos | Estab_liberado = Hospital Santa Luzia
18940;Citologia (Citopatologico) (Matrix);CIT; Cod_exame = 18940 | Material= Citologia de Colo de Útero, ECTO e Endocervical | Estab_liberado = Hospital do Coracao
18940;Citologia (Citopatologico) (Matrix);CIT; Cod_exame = 18940 | Material= Diversos | Estab_liberado = Hospital do Coracao
19855;Citologia Oncotica (Citopatologico) (Matrix);CIT; Cod_exame = 19855 | Material= Diversos | Estab_liberado = Hospital Santa Luzia
19855;Citologia Oncotica (Citopatologico) (Matrix);CIT; Cod_exame = 19855 | Material= Diversos | Estab_liberado = Hospital do Coracao
19290;Citologia Oncotica (Citopatologico) Urina (Matrix);CITUR; Cod_exame = 19290 | Material= Urina | Estab_liberado = Hospital Santa Luzia
19290;Citologia Oncotica (Citopatologico) Urina (Matrix);CITUR; Cod_exame = 19290 | Material= Urina | Estab_liberado = Hospital do Coracao
19082;Citomegalovirus - Antigenemia (Matrix);CMVAG; Cod_exame = 19082 | Material= Sangue | Estab_liberado = Hospital Santa Luzia
19082;Citomegalovirus - Antigenemia (Matrix);CMVAG; Cod_exame = 19082 | Material= Sangue | Estab_liberado = Hospital do Coracao
19283;CITOMEGALOVIRUS - IGG - TESTE DE AVIDEZ (Matrix);CMVAV; Cod_exame = 19283 | Material=  | Estab_liberado = Hospital do Coracao
19283;CITOMEGALOVIRUS - IGG - TESTE DE AVIDEZ (Matrix);CMVAV; Cod_exame = 19283 | Material=  | Estab_liberado = Hospital Santa Luzia
18120;Citomegalovirus - IGG (Matrix);CMG; Cod_exame = 18120 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18120;Citomegalovirus - IGG (Matrix);CMG; Cod_exame = 18120 | Material= Soro | Estab_liberado = Hospital do Coracao
18121;Citomegalovirus - IGM (Matrix);CMM; Cod_exame = 18121 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18121;Citomegalovirus - IGM (Matrix);CMM; Cod_exame = 18121 | Material= Soro | Estab_liberado = Hospital do Coracao
18123;Citomegalovirus - PCR Qualitativo - Diversos (Matrix);CMVQL; Cod_exame = 18123 | Material= Urina | Estab_liberado = Hospital do Coracao
18123;Citomegalovirus - PCR Qualitativo - Diversos (Matrix);CMVQL; Cod_exame = 18123 | Material= Líquor | Estab_liberado = Hospital Santa Luzia
18123;Citomegalovirus - PCR Qualitativo - Diversos (Matrix);CMVQL; Cod_exame = 18123 | Material= Sangue Total | Estab_liberado = Hospital do Coracao
18123;Citomegalovirus - PCR Qualitativo - Diversos (Matrix);CMVQL; Cod_exame = 18123 | Material= Sangue Total | Estab_liberado = Hospital Santa Luzia
18123;Citomegalovirus - PCR Qualitativo - Diversos (Matrix);CMVQL; Cod_exame = 18123 | Material= Plasma | Estab_liberado = Hospital do Coracao
18123;Citomegalovirus - PCR Qualitativo - Diversos (Matrix);CMVQL; Cod_exame = 18123 | Material= Líquor | Estab_liberado = Hospital do Coracao
18123;Citomegalovirus - PCR Qualitativo - Diversos (Matrix);CMVQL; Cod_exame = 18123 | Material= Plasma | Estab_liberado = Hospital Santa Luzia
18123;Citomegalovirus - PCR Qualitativo - Diversos (Matrix);CMVQL; Cod_exame = 18123 | Material= Urina | Estab_liberado = Hospital Santa Luzia
18122;Citomegalovirus - PCR Qualitativo - Plasma (Matrix);CMVQLS; Cod_exame = 18122 | Material= Plasma | Estab_liberado = Hospital Santa Luzia
18122;Citomegalovirus - PCR Qualitativo - Plasma (Matrix);CMVQLS; Cod_exame = 18122 | Material= Plasma | Estab_liberado = Hospital do Coracao
43979;Citomegalovirus - PCR Qualitativo - Urina (Matrix);CMVPUR; Cod_exame = 43979 | Material= Urina | Estab_liberado = Hospital do Coracao
43979;Citomegalovirus - PCR Qualitativo - Urina (Matrix);CMVPUR; Cod_exame = 43979 | Material= Urina | Estab_liberado = Hospital Santa Luzia
19173;Citomegalovirus - PCR Quantitativo - Diversos (Matrix);CMVQT; Cod_exame = 19173 | Material= Sangue Total | Estab_liberado = Hospital Santa Luzia
19173;Citomegalovirus - PCR Quantitativo - Diversos (Matrix);CMVQT; Cod_exame = 19173 | Material= Sangue Total | Estab_liberado = Hospital do Coracao
19173;Citomegalovirus - PCR Quantitativo - Diversos (Matrix);CMVQT; Cod_exame = 19173 | Material= Urina | Estab_liberado = Hospital do Coracao
19173;Citomegalovirus - PCR Quantitativo - Diversos (Matrix);CMVQT; Cod_exame = 19173 | Material= Urina | Estab_liberado = Hospital Santa Luzia
19173;Citomegalovirus - PCR Quantitativo - Diversos (Matrix);CMVQT; Cod_exame = 19173 | Material= Líquor | Estab_liberado = Hospital Santa Luzia
19173;Citomegalovirus - PCR Quantitativo - Diversos (Matrix);CMVQT; Cod_exame = 19173 | Material= Plasma | Estab_liberado = Hospital do Coracao
19173;Citomegalovirus - PCR Quantitativo - Diversos (Matrix);CMVQT; Cod_exame = 19173 | Material= Plasma | Estab_liberado = Hospital Santa Luzia
19173;Citomegalovirus - PCR Quantitativo - Diversos (Matrix);CMVQT; Cod_exame = 19173 | Material= Líquor | Estab_liberado = Hospital do Coracao
43980;Citomegalovirus - PCR Quantitativo - Liquor (Matrix);CMVQTLQ; Cod_exame = 43980 | Material= Líquor | Estab_liberado = Hospital do Coracao
43980;Citomegalovirus - PCR Quantitativo - Liquor (Matrix);CMVQTLQ; Cod_exame = 43980 | Material= Líquor | Estab_liberado = Hospital Santa Luzia
18124;Citomegalovirus - PCR Quantitativo - Sangue (Matrix);CMVQTS; Cod_exame = 18124 | Material= Plasma Congelado | Estab_liberado = Hospital Santa Luzia
18124;Citomegalovirus - PCR Quantitativo - Sangue (Matrix);CMVQTS; Cod_exame = 18124 | Material= Plasma Congelado | Estab_liberado = Hospital do Coracao
19836;Citomegalovirus IGG - Liquor (Matrix);CMGLQ; Cod_exame = 19836 | Material= Líquor | Estab_liberado = Hospital Santa Luzia
19836;Citomegalovirus IGG - Liquor (Matrix);CMGLQ; Cod_exame = 19836 | Material= Líquor | Estab_liberado = Hospital do Coracao
19837;Citomegalovirus IGM - Liquor (Matrix);CMMLQ; Cod_exame = 19837 | Material= Líquor | Estab_liberado = Hospital do Coracao
19837;Citomegalovirus IGM - Liquor (Matrix);CMMLQ; Cod_exame = 19837 | Material= Líquor | Estab_liberado = Hospital Santa Luzia
18205;Citomegalovirus IGM - Neonatal (Matrix);CMMNN; Cod_exame = 18205 | Material= SANGUE CAPILAR | Estab_liberado = Hospital do Coracao
18205;Citomegalovirus IGM - Neonatal (Matrix);CMMNN; Cod_exame = 18205 | Material= SANGUE CAPILAR | Estab_liberado = Hospital Santa Luzia
19507;Citomegalovirus, Isolamento, por Shell Vial (Matrix);ISOLCITO; Cod_exame = 19507 | Material= Diversos | Estab_liberado = Hospital do Coracao
19507;Citomegalovirus, Isolamento, por Shell Vial (Matrix);ISOLCITO; Cod_exame = 19507 | Material= Diversos | Estab_liberado = Hospital Santa Luzia
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Lavado Brônquico | Estab_liberado = Hospital do Coracao
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Diversos | Estab_liberado = Hospital do Coracao
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Secreção de Nasofaringe | Estab_liberado = Hospital do Coracao
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Aspirado Brônquico | Estab_liberado = Hospital do Coracao
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Secreção Abcesso | Estab_liberado = Hospital Santa Luzia
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Escarro | Estab_liberado = Hospital Santa Luzia
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Líquido Peritoneal | Estab_liberado = Hospital Santa Luzia
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Secreção de Pele | Estab_liberado = Hospital Santa Luzia
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Secrecao Rinofaringe | Estab_liberado = Hospital Santa Luzia
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Secreção Bronquica | Estab_liberado = Hospital do Coracao
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Secreção Ocular Direita | Estab_liberado = Hospital Santa Luzia
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Secreção Ocular Esquerda | Estab_liberado = Hospital Santa Luzia
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Sangue Total | Estab_liberado = Hospital do Coracao
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Aspirado Brônquico | Estab_liberado = Hospital Santa Luzia
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Secrecao Rinofaringe | Estab_liberado = Hospital do Coracao
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Secreção Abcesso | Estab_liberado = Hospital do Coracao
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Secreção de Dreno | Estab_liberado = Hospital Santa Luzia
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Líquido Cavitário | Estab_liberado = Hospital Santa Luzia
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Secreção de Orofaringe | Estab_liberado = Hospital do Coracao
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Secreção Ocular Esquerda | Estab_liberado = Hospital do Coracao
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Secreção Vaginal | Estab_liberado = Hospital do Coracao
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Diversos | Estab_liberado = Hospital Santa Luzia
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Secreção de Dreno | Estab_liberado = Hospital do Coracao
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Escarro | Estab_liberado = Hospital do Coracao
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Líquido Orgânico | Estab_liberado = Hospital Santa Luzia
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Líquido Peritoneal | Estab_liberado = Hospital do Coracao
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Sangue de Cateter | Estab_liberado = Hospital do Coracao
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Secreção Traqueal | Estab_liberado = Hospital Santa Luzia
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Secreção de Nasofaringe | Estab_liberado = Hospital Santa Luzia
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Secreção de Pele | Estab_liberado = Hospital do Coracao
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Secreção Ocular Direita | Estab_liberado = Hospital do Coracao
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Líquido Cavitário | Estab_liberado = Hospital do Coracao
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Líquido Orgânico | Estab_liberado = Hospital do Coracao
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Líquido Pleural | Estab_liberado = Hospital do Coracao
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Líquido Sinovial | Estab_liberado = Hospital Santa Luzia
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Líquido Ascítico | Estab_liberado = Hospital Santa Luzia
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Líquido Ascítico | Estab_liberado = Hospital do Coracao
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Sangue de Cateter | Estab_liberado = Hospital Santa Luzia
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Sangue Total | Estab_liberado = Hospital Santa Luzia
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Secreção Traqueal | Estab_liberado = Hospital do Coracao
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Secreção Vaginal | Estab_liberado = Hospital Santa Luzia
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Secreção Bronquica | Estab_liberado = Hospital Santa Luzia
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Lavado Brônquico | Estab_liberado = Hospital Santa Luzia
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Líquido Pleural | Estab_liberado = Hospital Santa Luzia
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Secreção de Orofaringe | Estab_liberado = Hospital Santa Luzia
19247;Citometria Global e Especifica - Liquidos (Matrix);CGELQ; Cod_exame = 19247 | Material= Líquido Sinovial | Estab_liberado = Hospital do Coracao
18206;CK Massa - 3 Horas (Matrix);CKMA3; Cod_exame = 18206 | Material= Soro | Estab_liberado = Hospital do Coracao
18206;CK Massa - 3 Horas (Matrix);CKMA3; Cod_exame = 18206 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18765;CK Massa - 4 Horas (Matrix);CKMA4; Cod_exame = 18765 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18765;CK Massa - 4 Horas (Matrix);CKMA4; Cod_exame = 18765 | Material= Soro | Estab_liberado = Hospital do Coracao
18207;CK Massa - 6 Horas (Matrix);CKMA6; Cod_exame = 18207 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18207;CK Massa - 6 Horas (Matrix);CKMA6; Cod_exame = 18207 | Material= Soro | Estab_liberado = Hospital do Coracao
18073;CK Massa (Matrix);CKMA; Cod_exame = 18073 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18073;CK Massa (Matrix);CKMA; Cod_exame = 18073 | Material= Soro | Estab_liberado = Hospital do Coracao
19901;CK Total - CPK - Creatina Fosfoquinase - liquidos biologicos (Matrix);CPKLC; Cod_exame = 19901 | Material= Diversos | Estab_liberado = Hospital do Coracao
19901;CK Total - CPK - Creatina Fosfoquinase - liquidos biologicos (Matrix);CPKLC; Cod_exame = 19901 | Material= Diversos | Estab_liberado = Hospital Santa Luzia
18074;CK Total (CPK) (Matrix);CPK; Cod_exame = 18074 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18074;CK Total (CPK) (Matrix);CPK; Cod_exame = 18074 | Material= Soro | Estab_liberado = Hospital do Coracao
19445;C-Kit Qualitativo - Mutacao do Gene (Matrix);CKIT1; Cod_exame = 19445 | Material= SANGUE TOTAL EDTA | Estab_liberado = Hospital do Coracao
19445;C-Kit Qualitativo - Mutacao do Gene (Matrix);CKIT1; Cod_exame = 19445 | Material= SANGUE TOTAL EDTA | Estab_liberado = Hospital Santa Luzia
18766;CKMB - 3 Horas (Matrix);CKMB3; Cod_exame = 18766 | Material= Soro | Estab_liberado = Hospital do Coracao
18766;CKMB - 3 Horas (Matrix);CKMB3; Cod_exame = 18766 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18767;CKMB - 6 Horas (Matrix);CKMB6; Cod_exame = 18767 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18767;CKMB - 6 Horas (Matrix);CKMB6; Cod_exame = 18767 | Material= Soro | Estab_liberado = Hospital do Coracao
18075;CKMB (Matrix);CKMB; Cod_exame = 18075 | Material= Soro | Estab_liberado = Hospital do Coracao
18075;CKMB (Matrix);CKMB; Cod_exame = 18075 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19182;Clamidia Neisseria Gonorrhoeae, Pcr - Diversos (Matrix);CLANGPD; Cod_exame = 19182 | Material= Urina | Estab_liberado = Hospital Santa Luzia
19182;Clamidia Neisseria Gonorrhoeae, Pcr - Diversos (Matrix);CLANGPD; Cod_exame = 19182 | Material= Urina | Estab_liberado = Hospital do Coracao
19182;Clamidia Neisseria Gonorrhoeae, Pcr - Diversos (Matrix);CLANGPD; Cod_exame = 19182 | Material= Semên | Estab_liberado = Hospital Santa Luzia
19182;Clamidia Neisseria Gonorrhoeae, Pcr - Diversos (Matrix);CLANGPD; Cod_exame = 19182 | Material= Secreção Genital | Estab_liberado = Hospital do Coracao
